SchemaName,ViewName,create_date,modify_date,IsSchemaBound
adc,RptReportWritingForwardingLetterTemplateView,2022-08-16 11:49:31.810,2024-05-09 09:17:58.233,0
adc,RptReportWritingIcqCategoryView,2022-08-21 10:51:06.220,2022-08-21 10:51:06.220,0
adc,RptReportWritingIcqParticularView,2022-08-21 10:52:11.300,2022-08-21 10:52:11.300,0
adc,RptReportWritingPermSettingView,2026-08-11 14:07:15.393,2026-08-11 14:07:15.393,0
dbo,AppNotificationView,2024-05-09 18:00:26.140,2024-05-09 18:29:48.460,0
dbo,AssignManagerLineManagerView,2023-05-28 17:11:11.250,2023-05-28 17:39:19.957,0
dbo,AssignManagerView,2021-12-12 10:28:35.667,2026-01-11 18:33:37.093,0
dbo,AuditScheduleEmailDeliveryLogView,2026-06-23 16:39:45.380,2026-06-24 16:32:38.090,0
dbo,BracStaffDesignationView,2023-03-21 16:02:53.520,2023-03-21 16:03:00.763,0
dbo,BracStaffView,2025-02-24 15:00:47.343,2025-02-24 15:00:47.343,0
dbo,CommonCommentView,2024-05-11 18:15:20.120,2026-05-13 18:02:25.260,0
dbo,CoreProgramView,2023-03-20 15:29:14.720,2023-03-20 15:38:22.000,0
dbo,EmailConfigurationView,2022-04-05 11:48:24.650,2022-05-23 11:43:33.883,0
dbo,EmailSmsHistoryView,2022-05-23 11:43:33.780,2023-05-22 16:11:14.250,0
dbo,FinancialUpazilaView,2021-12-19 10:56:19.120,2022-01-30 15:25:20.300,0
dbo,ForwardingLetterTemplateView,2026-07-15 10:58:39.640,2026-07-15 10:58:39.640,0
dbo,ForwardingLetterTypeView,2022-08-16 11:30:47.693,2022-08-16 11:30:47.693,0
dbo,MovementTypeView,2021-12-12 11:10:36.513,2022-08-22 12:51:35.217,0
dbo,NotificationQueueSystemDetailView,2022-11-07 16:36:20.163,2022-11-07 16:36:20.163,0
dbo,NotificationQueueSystemView,2022-11-07 16:34:06.317,2022-11-07 16:34:06.317,0
dbo,NotificationTemplateTagDetailView,2023-05-14 14:43:29.160,2023-05-14 16:02:51.747,0
dbo,ObservationCategoryView,2021-12-14 12:27:06.260,2026-05-12 16:21:49.520,0
dbo,ObservationCharacteristicView,2021-12-14 14:32:04.127,2022-08-22 13:01:59.590,0
dbo,ReportDispatchEmailDeliveryLogView,2026-06-23 15:17:25.487,2026-06-24 16:32:37.657,0
dbo,ReportTypeView,2021-12-13 15:41:18.650,2022-08-22 12:54:14.853,0
dbo,ReportWritingActionPlanEmailLogView,2026-06-23 17:01:52.813,2026-06-24 16:32:38.517,0
dbo,SmsConfigurationView,2022-09-02 11:50:57.727,2022-09-02 11:50:57.727,0
dbo,StaffDesignationView,2022-07-21 14:41:15.147,2022-07-21 14:41:15.147,0
dbo,StaffHierarchy,2024-11-24 18:24:34.663,2024-11-24 18:24:51.387,0
dbo,SyncHistoryView,2022-04-06 16:30:44.897,2023-04-16 12:31:05.937,0
dbo,SystemNotificationView,2025-09-08 18:34:40.580,2025-09-09 18:16:08.510,0
dms,DocumentSourceView,2022-08-21 10:59:06.010,2022-08-21 12:32:30.590,0
dms,DocumentStructureConfigurationView,2024-05-31 18:45:06.947,2025-02-24 15:00:15.783,0
dms,FileStorageHistoryView,2024-06-03 11:34:29.430,2024-11-24 17:58:37.343,0
dms,RptDocumentStructureConfigurationView,2024-05-31 18:45:41.543,2024-05-31 18:48:31.593,0
dti,BranchRiskAnalysisLatestView,2022-10-17 11:51:09.533,2026-07-21 11:32:05.400,0
dti,BranchRiskAnalysisMappingView,2023-04-16 13:51:11.053,2026-03-09 17:07:15.467,0
dti,BranchRiskAnalysisView,2022-10-17 11:48:49.990,2026-07-21 12:39:15.110,0
dti,BranchRiskHistory1View,2022-04-04 15:30:12.953,2023-05-25 17:22:56.747,0
dti,BranchRiskReportView,2022-03-31 14:47:18.800,2022-09-12 16:07:15.913,0
dti,RiskDetailsAnalysisWithCompareView,2023-05-11 11:17:32.623,2023-05-15 17:25:28.550,0
map,ActiveMappingView,2023-09-01 22:14:54.870,2023-09-24 14:42:51.467,0
map,ActiveOrgMappingShortView,2025-02-24 14:47:31.007,2025-02-24 14:47:31.007,0
map,AuditTypeWiseLatestBranchProjectAuditView,2022-05-26 15:34:57.553,2022-05-26 15:34:57.553,0
map,BracAreaDistrictView,2023-07-23 17:33:54.573,2023-07-26 15:53:49.047,0
map,Branchcodename,2023-05-08 15:09:07.350,2023-05-08 15:09:07.350,0
map,BranchProjectAuditView,2022-01-13 17:07:53.487,2025-06-03 12:07:00.860,0
map,BranchProjectDemarcationView,2022-08-03 03:37:12.137,2022-08-16 11:28:48.413,0
map,BranchProjectRiskDetailView,2022-01-19 12:31:29.077,2022-02-03 13:10:22.783,0
map,BranchProjectRiskView,2022-01-19 14:39:24.853,2022-02-03 12:56:42.813,0
map,BranchProjectView,2022-01-25 17:23:39.353,2022-01-30 15:16:50.880,0
map,BranchView,2022-01-03 10:26:03.290,2023-03-29 11:09:18.050,0
map,CountryView,2022-01-02 18:32:42.123,2022-10-23 11:13:32.850,0
map,DefaultCounryOrgAreaView,2023-07-06 17:17:33.487,2023-07-06 17:17:33.487,0
map,DefaultCounryOrgDistrictView,2023-07-06 17:17:20.857,2023-07-06 17:17:20.857,0
map,DefaultCounryOrgDivisionView,2023-07-06 17:17:27.450,2023-07-06 17:17:27.450,0
map,DefaultCounryOrgUpazilaView,2023-07-06 17:17:11.320,2023-07-06 17:17:11.320,0
map,DistrictView,2022-01-02 18:36:31.203,2022-10-23 11:25:49.190,0
map,DivisionView,2022-01-02 18:41:47.810,2022-10-23 11:16:28.927,0
map,LastAuditInfoView,2023-05-17 09:48:49.747,2025-12-01 17:43:00.857,0
map,LastAuditInfoView_Dev,2023-05-25 14:49:08.887,2023-05-25 14:49:08.887,0
map,LastAuditView,2022-08-01 06:46:17.683,2025-07-21 15:42:20.433,0
map,LastBranchProjectAuditView,2022-08-01 06:33:42.873,2022-08-16 11:30:22.667,0
map,LatestBranchProjectRiskView,2022-03-14 11:47:38.967,2026-07-21 12:05:02.107,0
map,OrganizationView,2022-01-05 12:04:21.433,2022-01-30 15:14:26.677,0
map,OrgAreaView,2022-01-04 17:18:49.880,2022-10-23 13:00:02.623,0
map,OrgDistrictView,2022-01-04 10:21:55.663,2022-10-23 12:58:34.237,0
map,OrgDivisionView,2022-01-03 12:13:36.907,2022-10-23 12:57:48.110,0
map,OrgUpazilaView,2022-01-04 15:12:34.680,2022-10-23 12:59:24.603,0
map,ProgrammeGroupView,2022-01-04 13:09:21.940,2022-02-01 18:35:08.080,0
map,ProgrammeMappingHistoryView,2025-05-27 12:06:38.380,2025-05-27 12:06:38.380,0
map,ProgrammeMappingTemplateForBranchProjectMap,2023-04-10 11:10:18.897,2023-05-09 15:04:37.230,0
map,ProgrammeMappingView,2022-01-24 14:37:43.700,2025-06-23 13:40:39.460,0
map,ProgrammeMappingView_DEV,2022-09-01 12:57:00.727,2022-09-12 16:05:26.860,0
map,ProgrammeView,2022-01-05 15:53:23.080,2022-08-22 13:31:15.200,0
map,ProjectView,2022-01-06 11:24:21.503,2025-02-24 15:00:46.157,0
map,RptBranchView,2022-01-26 18:26:38.973,2023-03-06 12:15:54.023,0
map,RptCountryView,2022-01-26 18:32:51.910,2022-02-09 19:00:12.920,0
map,RptDevisionView,2022-02-08 15:59:55.390,2022-02-09 15:13:42.800,0
map,RptDistrictView,2022-01-26 18:34:37.390,2022-02-08 16:03:17.910,0
map,RptDivisionView,2022-01-26 18:33:57.410,2022-02-10 15:38:17.953,0
map,RptOrgAreaView,2022-01-27 11:19:00.457,2022-02-08 17:19:24.213,0
map,RptOrgDistrictView,2022-01-27 11:17:00.040,2022-02-08 17:16:43.747,0
map,RptOrgDivisionView,2022-01-27 11:15:53.847,2022-02-08 17:13:24.727,0
map,RptOrgUpazilaView,2022-01-27 11:18:15.497,2022-02-08 17:10:00.010,0
map,RptProgrammeGroupView,2022-01-27 11:20:48.913,2022-02-08 16:50:46.980,0
map,RptProgrammeMappingView,2022-01-27 11:29:56.450,2026-01-06 19:09:57.117,0
map,RptProgrammeView,2022-01-27 11:21:40.537,2022-09-01 12:52:14.120,0
map,RptProjectView,2022-01-27 11:22:50.600,2025-02-24 15:00:46.750,0
map,RptSubProgrammeView,2022-01-27 11:22:16.903,2022-04-07 10:37:03.733,0
map,RptUpazilaView,2022-01-27 11:07:39.800,2022-02-08 16:07:35.713,0
map,SubProgrammeView,2022-01-05 15:15:34.947,2022-10-19 15:21:51.747,0
map,UpazilaView,2022-01-02 18:25:14.650,2022-10-23 11:17:42.757,0
map,YearWiseLatestBranchProjectRiskView,2022-03-24 16:22:54.447,2026-07-28 15:33:53.890,0
mis,AccusedPersonInformationView,2025-02-24 14:50:25.367,2025-11-18 16:40:40.510,0
mis,AccusedPersonReportView,2022-12-20 18:16:04.020,2025-11-18 16:40:40.900,0
mis,ActionPlanFollowUpReportView,2025-02-24 14:47:27.093,2025-11-18 16:40:41.240,0
mis,AuditConductionWorkingFileView,2025-06-03 15:15:54.273,2025-11-18 16:40:41.633,0
mis,AuditScheduleReportView,2025-02-24 14:48:32.390,2025-02-24 14:55:10.213,0
mis,CategorywisedeviationReportView,2022-12-21 16:29:09.380,2022-12-21 16:29:09.380,0
mis,DetailAuditObservationReportView,2025-02-24 14:47:22.440,2026-07-27 11:57:00.113,0
mis,DispatchInternalAuditView,2025-04-28 17:53:13.583,2025-04-28 17:53:13.583,0
mis,DynamicMISReportHeaderView,2024-05-09 17:16:54.157,2025-02-24 14:47:17.327,0
mis,DynamicMISReportView,2025-02-24 14:47:30.303,2026-05-18 12:51:11.353,0
mis,GradeBaseObservationReportView,2022-12-21 16:32:58.353,2025-11-18 16:40:42.403,0
mis,IndividualPerformanceReportRiskBaseView,2022-12-21 17:45:46.340,2022-12-21 17:45:46.340,0
mis,InternalDispatchAuditTestView,2025-07-09 11:32:52.027,2025-07-09 11:32:52.027,0
mis,InternalDispatchAuditView,2025-06-03 12:03:43.390,2025-11-13 18:09:42.353,0
mis,MISAprAuditPerformanceRatingView,2025-02-24 14:51:01.517,2025-11-18 16:40:42.760,0
mis,MisAprDetailsView,2025-02-24 14:51:01.810,2025-02-24 14:51:01.810,0
mis,MISAprFinalScoreView,2025-02-24 14:51:02.753,2025-02-24 14:51:02.753,0
mis,MISAprLikelihoodView,2025-04-28 17:18:45.477,2025-04-28 17:18:45.477,0
mis,MisAprSummaryInitialAuditScoreView,2025-02-24 14:51:02.103,2025-02-24 14:54:23.480,0
mis,MisAprSummaryOtherConsiderationView,2025-02-24 14:51:02.420,2025-02-24 14:54:22.947,0
mis,MISOtherAssuranceTargetedAchievementForManagerView,2026-08-10 13:16:40.123,2026-08-10 13:20:07.667,0
mis,MISOtherAssuranceTargetedAchievementView,2026-07-29 18:31:07.173,2026-08-12 16:29:54.937,0
mis,MISOtherAssuranceTargetedAchievementView_Test,2026-07-30 14:02:22.593,2026-07-30 14:02:22.593,0
mis,MisReportHeaderDetailView,2025-02-24 14:48:04.030,2025-02-24 14:48:04.030,0
mis,MISRiskBasedTargetedAchievementForManagerView,2026-08-10 12:08:39.447,2026-08-10 12:08:46.243,0
mis,MISRiskBasedTargetedAchievementView,2026-07-27 12:45:54.367,2026-08-12 16:23:34.307,0
mis,MISSpecialAssuranceTargetedAchievementView,2026-08-02 15:29:16.823,2026-08-06 13:50:16.520,0
mis,MovementRegisterReportView,2022-12-21 17:52:33.967,2023-05-11 11:16:05.793,0
mis,MovementRegisterSummaryReportView,2022-12-21 17:58:28.357,2022-12-21 17:58:28.357,0
mis,MovementRegisterView,2025-02-24 14:48:39.430,2026-08-03 13:49:28.543,0
mis,NewAuditObservationReportView,2025-02-24 14:47:25.263,2025-02-24 14:55:57.633,0
mis,NewControlTestView,2025-02-24 14:48:40.503,2025-02-24 14:55:11.160,0
mis,NewDesignAssesmentView,2025-02-24 14:48:41.097,2025-02-24 14:55:10.787,0
mis,NewProcessView,2025-02-24 14:48:38.957,2025-02-24 14:55:11.710,0
mis,NewSubProcessView,2025-02-24 14:48:37.937,2025-02-24 14:55:11.433,0
mis,NewSubstantiveTestProcedureView,2025-02-24 14:48:38.513,2025-02-24 14:55:10.510,0
mis,ObservationGradeBasedReport,2023-10-25 17:56:44.973,2023-10-25 17:56:44.973,0
mis,ObservationReportStakeholderView,2025-02-24 14:47:23.280,2026-07-27 11:57:01.050,0
mis,ObservationSummaryReportView,2022-12-21 16:09:32.857,2022-12-21 16:09:32.857,0
mis,ObservationTrackingReportView,2025-02-24 14:47:26.570,2026-07-27 11:57:01.723,0
mis,OtherAssuranceServicesReportView,2022-12-21 18:01:42.060,2022-12-21 18:01:42.060,0
mis,PendingSpotForAuditMISReportView,2025-02-24 14:48:36.960,2025-12-07 14:57:15.417,0
mis,ProjectWiseRiskCollectionView,2025-02-24 14:48:37.443,2026-03-05 11:05:10.193,0
mis,ReportDispatchRegisterView,2025-02-24 14:47:24.670,2025-11-13 17:34:14.290,0
mis,RiskParameterBasedReportView,2022-12-21 18:13:15.010,2022-12-21 18:13:15.010,0
mis,SummaryReportofIndividualPerformanceView,2023-01-02 16:09:41.483,2023-01-02 16:09:41.483,0
mis,TargetandAchievementReportView,2022-12-21 18:15:59.653,2022-12-21 18:15:59.653,0
mis,TargetedAchievementSummaryReportView,2026-08-02 18:42:48.483,2026-08-16 17:21:40.977,0
pld,AssertionView,2022-05-26 12:16:50.210,2022-05-26 12:16:50.210,0
pld,AudConSubstantiveTestProcedureMapView,2023-09-04 13:26:12.717,2024-05-08 13:29:50.473,0
pld,AuditConductionDesignAssesmentMapView,2023-09-17 14:58:44.537,2024-05-08 13:27:37.907,0
pld,ConductionPlanningProcessView,2022-10-16 11:59:14.353,2022-10-16 11:59:14.353,0
pld,ControlQuestionDetailView,2023-07-24 15:07:40.767,2023-07-24 15:07:40.767,0
pld,ControlQuestionGenerateView,2023-08-06 12:56:19.333,2023-10-09 11:57:24.110,0
pld,ControlQuestionMapView,2023-08-28 18:20:02.413,2023-10-10 12:40:24.420,0
pld,ControlQuestionView,2023-07-24 11:46:11.367,2023-10-09 11:54:22.453,0
pld,DesignAssesmentDetailsView,2022-05-23 11:56:31.097,2022-05-23 11:56:31.097,0
pld,DesignAssesmentMapView,2023-08-22 16:41:08.673,2023-10-10 11:21:50.827,0
pld,DesignAssesmentView,2022-05-23 11:56:15.110,2023-10-08 17:40:17.790,0
pld,FrequencyOfControlView,2022-05-23 11:44:42.890,2022-08-22 14:04:49.833,0
pld,MissingDiagram,2024-07-03 19:17:24.283,2024-07-03 19:17:24.283,0
pld,NatureOfControlView,2022-05-23 11:44:29.080,2022-08-22 14:02:02.130,0
pld,PdControlMapView,2023-09-10 15:04:29.350,2023-10-10 11:55:44.270,0
pld,PdControlQuestionMapView,2023-08-01 18:22:24.440,2023-10-10 11:42:12.607,0
pld,PDControlTestView,2023-10-01 14:06:09.893,2023-10-01 14:06:09.893,0
pld,PdControlView,2023-08-01 18:11:39.917,2023-10-08 17:39:49.717,0
pld,PDDesignAssesmentView,2023-09-26 17:20:46.870,2023-09-27 18:19:29.333,0
pld,PDSubstantiveTestView,2023-10-11 09:37:09.600,2023-10-11 09:37:09.600,0
pld,PerformProcedureView,2022-05-23 11:57:30.150,2022-05-23 11:57:30.150,0
pld,PlanningDiagramView,2023-08-24 19:05:03.170,2024-11-24 18:18:52.710,0
pld,PlanningDocumentView,2022-04-10 11:42:26.500,2023-11-28 08:51:31.163,0
pld,PlanningProcessView,2022-04-10 11:30:41.340,2023-12-31 08:58:25.720,0
pld,PlanningSubProcessView,2022-04-10 11:32:18.767,2023-10-08 17:39:49.730,0
pld,RiskLevelView,2022-05-23 11:55:38.913,2022-05-23 11:55:38.913,0
pld,RptAssertionView,2022-10-06 11:52:27.223,2022-10-13 15:39:23.833,0
pld,RptAudConSubstantiveTestProcedureMapView,2023-09-11 14:55:10.267,2023-10-30 16:54:39.533,0
pld,RptAuditConductionDesignAssesmentMapView,2023-09-17 15:00:27.517,2023-10-10 11:21:23.487,0
pld,RptControlQuestionView,2023-08-01 12:24:42.580,2023-10-09 11:54:22.460,0
pld,RptDesignAssesmentView,2022-07-21 11:25:31.747,2023-10-08 17:40:17.797,0
pld,RptFrequencyOfControlView,2022-07-21 11:25:07.597,2022-07-21 11:25:07.597,0
pld,RptNatureOfControlView,2022-07-21 11:24:56.897,2022-07-21 11:24:56.897,0
pld,RptPdControlQuestionMapView,2023-08-10 15:26:59.957,2023-10-10 11:42:10.200,0
pld,RptPdControlView,2023-08-08 12:17:41.590,2023-10-08 17:39:49.723,0
pld,RptPerformProcedureView,2022-07-21 11:25:27.293,2022-07-21 11:25:27.293,0
pld,RptPlanningDocumentView,2022-07-21 11:24:22.833,2023-12-05 11:58:05.270,0
pld,RptPlanningDocumnetDesignView,2023-09-17 15:59:54.540,2023-09-17 19:32:01.270,0
pld,RptPlanningProcessView,2022-07-21 11:24:34.487,2023-12-21 18:10:00.380,0
pld,RptPlanningSubProcessView,2022-07-21 11:24:39.877,2023-10-08 17:39:49.740,0
pld,RptRiskLevelView,2022-07-21 11:25:13.340,2022-07-21 11:25:13.340,0
pld,RptSubstantiveTestProcedureView,2023-09-11 15:08:14.243,2023-10-08 17:39:49.757,0
pld,SubstantiveTestProcedureMapView,2023-09-04 15:02:11.740,2023-10-10 11:25:45.620,0
pld,SubstantiveTestProcedureView,2022-05-23 11:55:58.910,2023-10-08 17:39:49.747,0
rpt,BranchRiskAnalysisMappingView,2023-04-17 08:57:01.063,2023-04-17 09:17:25.273,0
sch,AuditorInformationView,2022-11-10 15:26:34.837,2022-11-10 15:58:40.507,0
sch,AuditScheduleAuditorsForApproverView,2026-07-27 16:05:33.800,2026-07-27 16:05:33.800,0
sch,AuditScheduleAuditorsForCreatorView,2026-07-27 16:05:29.950,2026-07-27 16:05:29.950,0
sch,AuditScheduleAuditorView,2022-03-03 15:51:51.413,2023-09-25 15:11:28.243,0
sch,AuditScheduleCommentView,2023-09-18 15:55:12.267,2023-09-19 12:33:38.333,0
sch,AuditScheduleCommunicatorReportView,2023-08-17 16:44:50.407,2023-08-17 16:52:55.350,0
sch,AuditScheduleDetailForApproverView,2025-05-18 17:08:03.553,2025-05-18 17:08:03.553,0
sch,AuditScheduleDetailView,2022-03-03 16:14:20.473,2023-09-17 18:50:18.893,0
sch,AuditScheduleLockUnLockHistoryView,2023-08-08 16:58:35.120,2023-08-08 17:03:35.880,0
sch,AuditScheduleProjectPlanView,2026-07-27 16:05:36.370,2026-07-27 16:05:36.370,0
sch,AuditScheduleStatusView,2022-08-21 11:01:10.053,2023-11-08 11:27:48.603,0
sch,AuditScheduleStatusViewReport,2023-09-18 17:51:54.120,2025-02-24 14:57:35.970,0
sch,AuditScheduleView,2022-03-03 15:35:37.810,2023-12-11 15:35:00.487,0
sch,BulkAuditScheduleDetailView,2025-05-18 17:08:21.910,2025-05-18 17:08:21.910,0
sch,ExpectedAuditConductionDateView,2023-10-17 19:07:30.627,2024-09-22 15:51:53.930,0
sch,ExternalAuditScheduleView,2022-08-16 08:41:24.417,2022-10-18 11:41:43.617,0
sch,FirstSupervisorView,2025-02-24 14:50:57.863,2025-02-24 14:50:57.863,0
sch,ForwardingLetterAuditTypeView,2022-07-21 11:16:30.863,2023-09-24 20:01:48.353,0
sch,ForwardingLetterCommentView,2023-09-20 16:47:53.843,2024-11-24 18:24:51.907,0
sch,ForwardingLetterDetailView,2022-07-21 11:27:50.817,2024-11-24 18:11:28.400,0
sch,ForwardingLetterGroupTemplateView,2022-05-17 10:38:33.790,2022-05-17 11:33:25.507,0
sch,ForwardingLetterProgrammeGroupView,2023-08-03 14:44:58.553,2023-08-10 15:41:46.533,0
sch,ForwardingLetterProgrammeView,2023-08-10 16:35:16.227,2023-09-11 10:30:51.237,0
sch,ForwardingLetterReportTypeView,2023-08-10 16:44:31.967,2023-08-10 16:44:31.967,0
sch,ForwardingLetterView,2022-07-23 07:09:04.047,2024-05-20 10:56:48.070,0
sch,LastExternalAuditScheduleView,2022-08-16 11:39:56.427,2022-08-16 11:39:56.427,0
sch,LatestExternalAuditSchedule,2022-10-14 13:13:37.860,2022-10-14 14:41:30.060,0
sch,MonthlyAuditScheduleByProgrammeGroupView,2022-08-21 11:03:04.760,2023-10-01 17:31:04.003,0
sch,MonthlyAuditScheduleView,2022-08-16 08:39:05.930,2023-09-24 19:32:22.430,0
sch,RptExternalAuditScheduleView,2022-08-21 11:05:24.720,2022-08-21 11:05:24.720,0
sch,RptForwardingLetterView,2022-07-23 07:09:04.140,2023-10-10 11:40:56.813,0
sch,RptMISBranchRiskDetailsView,2022-10-17 16:16:18.677,2023-10-22 15:12:43.017,0
sch,SecondSupervisorView,2025-02-24 14:50:58.017,2025-02-24 14:50:58.017,0
sch,ZoneWiseAuditScheduleCommunicatorReportView,2023-08-17 16:35:14.640,2026-01-11 12:33:28.093,0
sec,AppComponentGroupView,2023-04-25 18:18:21.160,2023-04-25 18:18:21.160,0
sec,AppComponentView,2021-12-01 12:09:15.460,2024-05-20 10:50:45.473,0
sec,AppDataEntityAuditLogView,2025-04-28 17:53:06.530,2025-04-28 17:53:06.530,0
sec,AppReportColumnRoleAndPermissionView,2025-05-28 15:41:40.660,2025-06-17 13:13:38.797,0
sec,AppReportColumnUserPermissionView,2025-06-02 12:22:13.143,2026-07-08 12:21:41.487,0
sec,AppReportColumnView,2025-05-27 15:00:45.587,2025-06-17 12:19:19.907,0
sec,AppReportProjectUserPermissionView,2026-07-08 12:23:02.030,2026-07-15 16:45:29.297,0
sec,AppRoleAndPermissionView,2021-12-27 13:10:38.923,2023-04-05 11:18:04.263,0
sec,AppRoleReportColumnPermissionView,2025-05-27 15:05:35.170,2025-06-17 13:12:23.097,0
sec,AppSignInAsInfoView,2025-04-21 20:11:55.583,2025-04-21 20:11:55.583,0
sec,AppUserEditView,2022-04-19 15:04:45.457,2024-11-24 18:32:35.457,0
sec,AppUserPermissionView,2023-07-06 12:49:43.070,2025-06-02 12:21:38.747,0
sec,AppUserReportColumnPermissionPivotView,2025-06-02 19:01:06.690,2025-11-11 19:29:33.877,0
sec,AppUserReportColumnPermissionView,2025-05-27 15:05:39.213,2025-06-17 13:16:22.713,0
sec,AppUserView,2021-12-28 10:55:25.727,2024-11-24 18:32:42.023,0
sec,AspNetRolesView,2021-12-20 12:36:24.913,2022-04-27 12:08:54.000,0
sec,AspNetUserAndRoleView,2022-03-03 14:00:02.193,2023-07-13 15:29:14.277,0
sec,AspNetUsersView,2022-01-02 12:42:27.837,2022-01-02 12:42:27.837,0
sec,BracStaffAndConsultantView,2024-11-24 18:32:39.517,2025-10-12 17:57:57.287,0
sec,ReportColumnRoleAndPermissionMappingView,2025-05-28 17:12:17.320,2025-06-17 13:13:54.230,0
sec,RoleAndPermissionMappingView,2022-01-03 12:47:27.093,2025-06-17 13:12:48.430,0
sec,UserComponentsAndRolesView,2022-04-26 14:54:30.503,2024-05-11 17:54:22.000,0
sec,UserComponentSectionView,2022-04-27 11:50:23.780,2022-04-27 11:50:23.780,0
sec,UserDesignationView,2022-08-16 11:35:09.717,2025-10-12 17:57:57.053,0
sec,UserLogInOutHistoryView,2022-11-01 18:26:25.867,2023-12-24 11:46:56.503,0
sec,UserRoleView,2021-12-27 12:21:44.230,2022-01-30 14:59:21.157,0
std,AuditCategoryView,2021-12-08 16:24:09.270,2022-08-22 10:54:53.277,0
std,AuditStepView,2022-07-21 12:43:56.930,2022-07-21 12:43:56.930,0
std,AuditTypeView,2021-09-27 13:29:42.090,2023-10-22 14:28:08.920,0
std,BusinessUnitView,2025-04-28 17:51:54.283,2025-04-28 17:51:54.283,0
std,ComplianceExternalDetailView,2023-10-26 10:47:55.797,2023-12-11 12:54:30.880,0
std,ComplianceExternalExportView,2024-05-09 19:26:56.580,2024-05-09 19:26:56.580,0
std,ComplianceExternalRecommedationView,2024-05-09 19:26:55.560,2024-05-09 19:26:55.560,0
std,ComplianceExternalView,2023-10-26 10:47:55.767,2023-10-30 15:22:45.130,0
std,ComponentView,2023-03-07 15:53:59.730,2023-12-05 17:54:49.700,0
std,ContainerContainRowColumnView,2022-07-21 12:42:54.417,2022-08-17 11:19:07.527,0
std,ContainerContainRowView,2022-07-21 12:42:58.860,2022-07-21 12:42:58.860,0
std,ContainerContainView,2022-07-21 12:43:03.293,2022-08-21 09:30:20.697,0
std,ContainerMapView,2022-07-21 12:43:22.027,2022-07-31 12:02:10.290,0
std,ContainerView,2022-07-21 12:43:08.327,2022-07-21 12:43:08.327,0
std,ContainView,2022-07-21 12:43:12.903,2022-08-21 09:30:07.790,0
std,DesignationView,2021-12-09 16:43:43.287,2026-05-12 16:21:17.090,0
std,DocumentRequisitionDetailDocView,2025-02-24 14:56:00.417,2025-02-24 14:56:02.407,0
std,DocumentRequisitionDetailView,2025-02-24 14:55:59.740,2025-02-24 14:56:56.780,0
std,DocumentRequisitionView,2025-02-24 14:55:59.487,2025-02-24 15:01:14.490,0
std,DonorView,2022-11-21 14:32:44.363,2022-11-23 17:17:50.857,0
std,EmailAddressBookGroupDetailView,2023-06-12 15:15:52.813,2023-07-30 13:16:48.100,0
std,EmailAddressBookGroupView,2022-03-30 19:19:45.503,2023-07-30 12:43:40.943,0
std,EmailAddressBookView,2022-03-31 17:35:20.937,2023-06-12 15:20:59.433,0
std,EmailGroupExcludeGroupDetailView,2022-09-03 20:25:57.500,2022-09-03 20:25:57.500,0
std,EmailGroupView,2021-12-19 12:02:14.493,2022-08-30 12:11:36.123,0
std,GradeRiskWeightTotal,2022-08-16 11:51:54.050,2022-08-16 11:51:54.050,0
std,HeadingView,2022-07-21 12:43:17.300,2022-12-13 18:22:08.560,0
std,IcqQuestionBankDetailView,2024-05-08 13:32:31.747,2026-05-17 11:49:46.420,0
std,IcqQuestionBankDownloadView,2023-10-30 11:25:42.257,2026-05-12 16:20:53.117,0
std,IcqQuestionBankFileView,2026-04-16 17:23:56.553,2026-04-16 17:23:56.553,0
std,IcqQuestionBankView,2023-10-17 16:03:15.293,2026-05-17 11:49:43.093,0
std,NotificationEventDetailView,2023-04-18 12:40:56.583,2023-04-18 12:40:56.583,0
std,NotificationEventView,2023-04-18 09:56:32.573,2023-04-18 12:40:51.637,0
std,NotificationTemplateView,2023-04-12 12:43:12.033,2023-05-18 12:41:44.477,0
std,ObservationCharacteristicDetailView,2022-01-18 10:36:38.537,2024-11-24 18:24:56.240,0
std,ObservationCharacteristicNoteView,2022-11-28 12:35:31.157,2022-11-28 12:35:31.157,0
std,ObservationDonorView,2023-12-26 13:17:38.640,2023-12-26 16:20:50.220,0
std,ObservationGradeView,2023-11-11 16:16:12.140,2024-05-09 19:09:22.563,0
std,ObservationKeyWordView,2023-11-12 18:14:24.510,2025-02-24 15:46:01.680,0
std,ObservationView,2021-12-21 17:51:43.363,2022-08-22 13:09:06.290,0
std,PrincipalView,2023-03-07 16:07:30.900,2023-12-05 16:45:17.800,0
std,RiskCriteriaView,2022-03-30 12:21:34.970,2022-08-30 21:14:37.613,0
std,RiskTypeView,2021-12-09 13:07:54.500,2023-11-16 16:05:25.713,0
std,RptAuditCategoryView,2022-01-09 15:26:50.650,2022-04-26 15:12:32.797,0
std,RptAuditTypeView,2022-01-09 19:03:00.493,2022-09-08 11:36:16.290,0
std,RptContentSummaryView,2022-01-09 15:34:35.280,2022-08-21 13:28:44.890,0
std,RptDesignationView,2022-01-09 15:38:40.050,2022-08-23 11:35:19.040,0
std,RptDonorView,2022-11-22 16:40:27.753,2022-11-24 19:05:52.570,0
std,RptEmailAddressBookGroupView,2022-08-30 14:38:48.387,2023-12-27 14:57:34.810,0
std,RptFinancialUpazilaView,2022-01-09 15:41:27.037,2022-02-09 17:23:08.523,0
